trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.5, 'e': 0.7623775329385089}",30,10,-103.25358067895968,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
367,False,"{'a': 0.5, 'e': 0.7608851239834169}",25,8,-118.00072832230168,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
368,False,"{'a': 0.5, 'e': 0.7593868903832688}",20,0,-7.943511253646422,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.7578828461961131}",25,0,-108.57123121710015,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
370,False,"{'a': 0.5, 'e': 0.7563730059625638}",30,6,-82.92251070892338,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 1}",1
371,False,"{'a': 0.5, 'e': 0.7548573847078881}",30,21,-5.53179804628877,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.7533359979440258}",25,0,-15.879524353612329,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.7518088616715461}",25,0,-90.4340598190121,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.7502759923815336}",25,0,-97.40896584030291,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.7487374070574048}",20,0,-21.016054557255266,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.7471931231766556}",20,0,-54.58713667189829,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
377,False,"{'a': 0.5, 'e': 0.7456431587125362}",30,0,-91.85533243845899,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.7440875321356533}",20,0,-91.78654502043034,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
379,False,"{'a': 0.5, 'e': 0.7425262624154986}",20,0,-37.2257930094612,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.7409593690219021}",30,3,-99.64308097066052,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 2}",1
381,False,"{'a': 0.5, 'e': 0.7393868719264084}",20,0,-79.9441665061701,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.7378087916035778}",20,14,-1.209085220341835,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.7362251490322057}",25,0,-59.85890027095542,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.7346359656964657}",20,15,7.893052994154666,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.7330412635869699}",30,0,-95.59452488543698,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.7314410652017485}",20,0,8.297026443418098,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.7298353935471461}",25,0,-102.33470080569208,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
388,False,"{'a': 0.5, 'e': 0.728224272138635}",20,0,-31.424021946203705,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.7266077250015431}",25,0,-36.12561737740974,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.7249857766716962}",20,10,-10.483653769729743,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.7233584521959733}",20,0,-22.789656439386636,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.7217257771327749}",20,6,-37.53239356412786,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.720087777552402}",20,10,-51.845541184708125,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.7184444800373463}",20,0,-7.821598960916436,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.7167959116824879}",25,19,-3.3942989451336425,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.7151421000952052}",25,1,-84.7366164415869,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.713483073395389}",20,3,-52.70012437466973,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.7118188602153658}",35,0,-228.67505264094217,"{0: 22, 1: 2, 2: 6, 3: 1, 4: 4}",0
399,False,"{'a': 0.5, 'e': 0.7101494896997264}",20,0,-22.9919434654284,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.7084749915050602}",30,0,-110.1399747407712,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
401,False,"{'a': 0.5, 'e': 0.706795395799594}",20,5,-80.04335341032349,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.7051107332627348}",20,0,-54.50407107349518,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.7034210350845149}",25,3,-88.85244586370277,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
404,False,"{'a': 0.5, 'e': 0.7017263329649415}",20,0,-29.789982662774303,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.700026659113245}",30,11,-88.27691697900383,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
406,False,"{'a': 0.5, 'e': 0.6983220462470325}",30,8,-114.54868123863397,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
407,False,"{'a': 0.5, 'e': 0.6966125275913384}",25,12,-22.99131730759802,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.6948981368775758}",25,0,-61.775720687700804,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.6931789083423896}",20,3,-83.3953688504255,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.6914548767264053}",20,10,-16.578944948931095,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.6897260772728786}",25,0,-97.8822353619146,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.6879925457262421}",30,0,-62.56644348978588,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.6862543183305498}",35,5,-80.41360769124688,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.6845114318278183}",20,1,-38.66905076717,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.6827639234562657}",25,0,-42.11424576115842,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.6810118309484463}",25,15,5.710841143639188,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.6792551925292822}",20,0,-53.52468563643825,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.67749404691399}",25,11,-85.36496699909844,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
419,False,"{'a': 0.5, 'e': 0.6757284333059035}",25,0,-33.632416761494355,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.6739583913941928}",30,1,-14.959389220734714,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.6721839613514777}",20,0,-27.090002428246855,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.670405183831337}",20,0,-76.13312043230049,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
423,False,"{'a': 0.5, 'e': 0.6686220999657115}",30,0,-22.345415366913556,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.6668347513622055}",30,0,-157.42723326547116,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 3}",0
425,False,"{'a': 0.5, 'e': 0.6650431801012795}",20,10,-47.388532624199016,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.6632474287333406}",20,0,-9.66752451143019,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.6614475402757268}",20,0,-21.56456615082768,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.6596435582095874}",30,0,-35.24594116264002,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.6578355264766589}",20,0,-45.19955506406966,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
430,False,"{'a': 0.5, 'e': 0.656023489475935}",30,0,-62.11949485876099,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.6542074920602345}",20,0,-49.546012720333515,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.6523875795326638}",25,0,-95.07145093639991,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.6505637976429763}",20,0,-81.65083834893154,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
434,False,"{'a': 0.5, 'e': 0.6487361925838282}",20,0,5.996523601072741,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
435,False,"{'a': 0.5, 'e': 0.6469048109869316}",20,0,-90.47183785818378,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.6450696999191056}",20,0,-108.95613894047648,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.643230906878223}",25,0,-47.49317699442561,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.6413884797890588}",20,13,5.879461611952544,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.6395424669990345}",25,12,-3.431970274466684,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.637692917273864}",20,8,22.59983509136722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.6358398797930975}",25,0,-24.64889596152973,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.6339834041455686}",25,0,-99.86953530276398,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.6321235403247402}",25,0,-94.13020231874557,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.6302603387239544}",25,0,-70.87450443125857,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.628393850131584}",20,0,-84.93127817446108,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.6265241257260891}",20,9,-50.439569421442414,"{0: 5, 1: 2, 2: 3, 3: 1, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.6246512170709754}",25,0,-103.4529831564523,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.6227751761096613}",20,0,-76.71867989537841,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.6208960551602489}",20,10,10.739716597250617,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.619013906910203}",20,0,-62.43163117787606,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.6171287844109374}",25,0,-127.53840578853365,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
452,False,"{'a': 0.5, 'e': 0.6152407410723127}",30,0,-131.72337256634873,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
453,False,"{'a': 0.5, 'e': 0.6133498306570414}",20,0,3.081297661675335,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.6114561072750064}",20,0,-3.17940381441593,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.6095596253774919}",25,0,-57.624036304965706,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.6076604397513262}",25,0,-49.148796906078154,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.6057586055129425}",30,21,-7.0025194983267065,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.6038541781023526}",25,0,-21.4012732475045,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.6019472132770408}",20,0,-55.386149327431745,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.6000377671057744}",20,1,-75.04126934350876,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
461,False,"{'a': 0.5, 'e': 0.5981258959623353}",20,16,7.496533547026636,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.5962116565191741}",30,6,-36.180057184848984,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.5942951057409843}",25,0,-31.570714846703737,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
464,False,"{'a': 0.5, 'e': 0.5923763008782047}",20,6,-30.742392156106114,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.5904552994604444}",20,0,-142.47034674048618,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",1
466,False,"{'a': 0.5, 'e': 0.5885321592898366}",20,0,-8.03486994572019,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.5866069384343218}",30,0,-46.90559674181627,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.5846796952208607}",25,0,-52.18454003464231,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.5827504882285796}",20,0,-62.297303099118466,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.580819376281849}",30,0,-148.71393166730553,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
471,False,"{'a': 0.5, 'e': 0.5788864184433002}",30,13,-32.49231551473935,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.5, 'e': 0.576951674006775}",25,13,-2.828585474569766,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.5750152024902179}",25,17,-20.88237163263972,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.5730770636285069}",20,2,-49.2092136091131,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.5711373173662284}",25,10,-19.28644238158805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.5691960238503949}",30,17,17.980251273428753,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.56725324342311}",25,12,-16.40882826487481,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.56530903661418}",25,4,10.201711380362523,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.5633634641336772}",20,0,-58.887047742996494,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.5614165868644544}",20,0,-77.20506701750787,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
481,False,"{'a': 0.5, 'e': 0.5594684658546116}",20,0,-77.8808970654295,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
482,False,"{'a': 0.5, 'e': 0.5575191623099207}",20,10,8.268632213640267,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.5555687375862066}",20,6,-18.97935826378827,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.553617253181688}",30,12,-11.207237850681896,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.5516647707292803}",20,0,11.349259118042905,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.549711351988862}",25,0,-25.72438778255489,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.5477570588395063}",25,13,-36.53888585217237,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.5458019532716823}",25,0,-59.30854801836499,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.5438460973794234}",30,8,-37.989351526160426,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
490,False,"{'a': 0.5, 'e': 0.5418895533524702}",20,0,-5.385564499792572,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.5399323834683857}",20,0,-85.93490680996034,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.537974650084648}",20,4,-60.187012616659864,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
493,False,"{'a': 0.5, 'e': 0.5360164156307207}",20,0,-31.621264353522392,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.5340577426001035}",25,10,-19.444217998808934,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.5320986935423663}",20,0,-36.97663936522589,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
496,False,"{'a': 0.5, 'e': 0.5301393310551665}",20,6,-23.817660556337657,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.5281797177762562}",20,8,20.308898655021288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.5262199163754742}",20,0,-16.231877061672662,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.5242599895467336}",25,11,-20.043069724241597,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.5223}",20,0,-35.81705801278305,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.5203400104532664}",25,20,9.73807063971391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.5183800836245259}",30,5,-98.75384518548336,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",1
503,False,"{'a': 0.5, 'e': 0.5164202822237439}",20,0,-26.79432979748345,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.5144606689448334}",25,6,-58.409158400695276,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
505,False,"{'a': 0.5, 'e': 0.5125013064576339}",20,0,-71.47341524081979,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
506,False,"{'a': 0.5, 'e': 0.5105422573998966}",25,3,3.356950492019096,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.5085835843692793}",25,0,-5.273197849027292,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.506625349915352}",20,13,-28.847044822066042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.5, 'e': 0.5046676165316144}",30,0,-56.229703357611214,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",1
510,False,"{'a': 0.5, 'e': 0.50271044664753}",20,0,-49.63217805627884,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.5007539026205765}",20,12,-4.3305276405581585,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.4987980467283176}",25,0,-14.656817827456416,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.4968429411604935}",20,3,-36.365213776869275,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.49488864801113797}",20,6,-53.33772484075509,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.49293522927071964}",25,0,-159.5753396134729,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
516,False,"{'a': 0.5, 'e': 0.49098274681831194}",25,17,-9.583443177219749,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.4890312624137934}",35,19,-13.672880704284491,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.4870808376900793}",20,0,-44.1598671220975,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.4851315341453884}",25,9,-45.63319142069039,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
520,False,"{'a': 0.5, 'e': 0.4831834131355456}",20,0,4.6104795317588945,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.4812365358663227}",25,3,-6.797061155334186,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.47929096338582006}",20,0,-53.95504391579315,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.4773467565768901}",25,13,0.06770078138615832,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.475403976149605}",25,12,-22.540182589944983,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.4734626826337716}",30,15,10.99549278206194,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.4715229363714932}",20,0,-34.43494325336856,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.46958479750978216}",20,0,-56.40951840015001,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.4676483259932249}",30,0,-114.88769860826368,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
529,False,"{'a': 0.5, 'e': 0.4657135815566996}",20,0,-32.8179536218413,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.4637806237181508}",30,10,-59.71449836438456,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
531,False,"{'a': 0.5, 'e': 0.4618495117714205}",20,0,21.26865692130038,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.45992030477913914}",25,11,-21.042586094404403,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.45799306156567804}",25,8,-35.92731765559215,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
534,False,"{'a': 0.5, 'e': 0.4560678407101633}",20,0,-28.757776385002806,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.4541447005395555}",30,15,-38.669578693906736,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.45222369912179516}",25,11,-16.440671589887895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.4503048942590155}",25,11,-57.973085301155656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
538,False,"{'a': 0.5, 'e': 0.4483883434808258}",25,0,4.816671792890702,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.44647410403766447}",20,12,-11.249152249459101,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.4445622328942255}",25,10,15.978865301980127,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.44265278672295894}",20,0,-37.82972879273185,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.4407458218976472}",20,14,11.292461062823199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.4388413944870575}",30,12,-47.15123959799079,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
544,False,"{'a': 0.5, 'e': 0.43693956024867375}",20,3,-33.64764288907023,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
545,False,"{'a': 0.5, 'e': 0.4350403746225081}",20,0,-77.03131113257112,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
546,False,"{'a': 0.5, 'e': 0.43314389272499343}",25,0,-23.10716446205083,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.43125016934295846}",25,14,11.477456463113805,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.4293592589276871}",25,5,-16.169488492900634,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.4274712155890624}",25,14,-23.19704510718732,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
