trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.5, 'e': 0.16204109607122408}",30,8,40.068470467021285,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.16114322285726299}",25,16,11.163592264900085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.16025062830549883}",30,19,8.251843455502248,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.15936329431352264}",25,13,23.60988499235503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.1584812026569819}",20,16,6.426021857980787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.15760433499269969}",20,2,9.874984660758823,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.1567326728617686}",25,14,16.502673556202204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.15586619769261853}",30,3,41.56346211843546,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.1550048908040591}",20,4,10.269235355711412,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.15414873340829577}",20,5,14.677592851964711,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.1532977066139195}",25,13,19.88476569844568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.15245179142887036}",25,14,22.288524317814726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.1516109687633742}",25,0,-51.038267115584794,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.150775219432853}",20,9,-2.6848014136882847,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.14994452416080778}",25,15,8.288989197849887,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.1491188635816752}",20,14,4.765132176559566,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.14829821824365638}",20,7,-19.465660957543257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.5, 'e': 0.14748256861151882}",20,0,27.885588861913593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
753,False,"{'a': 0.5, 'e': 0.14667189506937112}",20,9,1.2294509885466167,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.14586617792340972}",25,17,10.484035895028772,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.1450653974046388}",25,9,26.45479217711652,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.14426953367156206}",20,9,7.8356484137677205,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.14347856681284704}",25,10,26.57544922967616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.14269247684996175}",25,18,13.050825834339445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.1419112437397834}",30,9,11.742012477975603,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.1411348473771794}",25,12,-39.27813206351689,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
761,False,"{'a': 0.5, 'e': 0.14036326759756054}",25,14,20.700796875018487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.13959648417940604}",20,16,9.78587553113186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.13883447684676106}",20,9,-46.92491517019655,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
764,False,"{'a': 0.5, 'e': 0.13807722527170588}",20,3,24.723094125063874,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.1373247090767976}",25,11,-27.05192184211546,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
766,False,"{'a': 0.5, 'e': 0.13657690783748347}",30,15,11.636219321490245,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.13583380108448656}",20,7,21.685572905396217,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.13509536830616356}",25,17,12.184360345305912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.13436158895083444}",30,16,26.647667016899202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.13363244242908456}",20,0,34.76204388266942,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
771,False,"{'a': 0.5, 'e': 0.13290790811603873}",30,22,15.464133032775546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.13218796535360744}",20,0,23.388269455117847,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
773,False,"{'a': 0.5, 'e': 0.13147259345270582}",30,21,18.436554608238936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.13076177169544412}",25,9,-9.28397486672483,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.13005547933729142}",35,25,17.59065223078403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.12935369560921112}",30,14,18.33937830353169,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.12865639971976917}",25,0,-6.699516407993282,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
778,False,"{'a': 0.5, 'e': 0.12796357085721508}",25,0,33.71330339136222,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
779,False,"{'a': 0.5, 'e': 0.1272751881915352}",25,13,1.1082705101237273,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.12659123087647897}",25,18,14.564395173887533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.12591167805155812}",20,12,14.7588991692418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.12523650884401843}",30,19,17.807435701171027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.12456570237078485}",20,12,6.002771580439568,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.12389923774037973}",30,15,27.402877123589956,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.12323709405481384}",20,10,17.932355856929505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.12257925041145154}",25,12,21.289502333561153,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.12192568590484856}",20,10,18.93540164287497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.12127637962856405}",30,12,20.114694641840153,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.12063131067694594}",30,14,-7.956647350631049,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
790,False,"{'a': 0.5, 'e': 0.11999045814689016}",20,14,11.53513567505658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.1193538011395742}",25,13,23.348700105633203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.11872131876216413}",20,7,24.914261258967816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.11809299012949662}",25,20,9.521297370673846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.11746879436573465}",30,3,17.332184365771663,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.11684871060599833}",20,12,14.149240730839347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.11623271799796989}",20,11,1.3666325539347597,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.11562079570347392}",20,14,5.497914121724671,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.1150129229000324}",20,9,21.963892857514654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.11440907878239484}",20,3,29.19504696843896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.1138092425640439}",20,12,16.71152852354155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.11321339347867618}",20,2,4.743324454954266,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.11262151078165902}",25,10,16.299373270342542,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.11203357375146275}",25,3,11.1062864318252,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.1114495616910692}",25,14,18.948769580283123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.11086945392935604}",25,6,24.86304245988167,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.11029322982245779}",20,13,10.855793179769531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.10972086875510295}",25,18,14.233075403757482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.10915235014192809}",20,7,14.15544752644787,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.10858765342876861}",25,7,-23.231431325952116,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
810,False,"{'a': 0.5, 'e': 0.10802675809392664}",30,10,17.666489172990307,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.10746964364941611}",20,16,7.129815275941686,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.106916289642185}",20,10,5.140519350389454,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.1063666756553158}",25,15,17.55302216337965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.10582078130920258}",20,10,-44.89792976193159,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
815,False,"{'a': 0.5, 'e': 0.10527858626270753}",25,0,-11.437087639811505,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
816,False,"{'a': 0.5, 'e': 0.10474007021429438}",25,19,10.125105749818859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.10420521290314069}",25,18,-9.385233576978107,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.10367399411022857}",35,8,-7.519442371135611,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
819,False,"{'a': 0.5, 'e': 0.10314639365941428}",25,15,19.312661836576922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.10262239141847634}",30,7,38.415642269892594,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.10210196730014326}",25,8,-13.292277422386748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
822,False,"{'a': 0.5, 'e': 0.10158510126310014}",25,12,27.68303582004062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.1010717733129749}",20,11,-22.545067052632458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
824,False,"{'a': 0.5, 'e': 0.10056196350330435}",20,11,18.976208397118974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.10005565193647992}",25,16,14.871030404251695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.09955281876467356}",25,11,27.206631598967235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.09905344419074402}",25,6,-6.259436143811824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.5, 'e': 0.09855750846912334}",20,6,24.649381949064146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.09806499190668438}",20,11,18.27079494247029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.09757587486358887}",20,16,6.510600081978329,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.09709013775411673}",20,15,7.913576490459719,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.09660776104747665}",20,5,26.610828718116544,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.09612872526859803}",20,9,22.230297407118226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.09565301099890472}",20,13,-0.03891081488039472,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.09518059887707048}",20,11,3.617909504417687,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.09471146959975663}",30,15,30.035182462574706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.09424560392233186}",30,9,10.24438179488832,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.09378298265957453}",30,12,36.669998217259376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.0933235866863577}",25,8,33.28303980678362,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.09286739693831683}",20,14,11.83145260202199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.09241439441250067}",25,11,26.140424048008644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.09196456016800544}",35,21,3.111555532482515,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.0915178753265922}",20,0,29.196838797166812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
844,False,"{'a': 0.5, 'e': 0.09107432107328813}",25,14,23.456426500372928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.09063387865697149}",20,12,14.302100479696271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.09019652939094067}",35,23,23.01236506200566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.0897622546534673}",30,19,22.988568439094184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.08933103588833405}",20,2,29.23371679757647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.08890285460535673}",20,11,18.322877761354768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.08847769238089138}",20,2,20.738897869053343,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.08805553085832629}",25,11,26.51295895077098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.08763635174855913}",25,11,12.64898645910428,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.08722013683045954}",20,10,15.979639233289323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.08680686795131719}",20,12,11.714468244013249,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.08639652702727563}",35,18,21.481706725627603,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.08598909604375199}",20,14,14.846168485045514,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.08558455705584295}",25,3,42.65148678059623,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.08518289218871675}",30,22,14.411584582337861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.08478408363799189}",20,6,17.191362078719788,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.08438811367010245}",25,8,-3.803097814673919,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.08399496462265015}",30,20,19.55679662357774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.08360461890474347}",30,5,45.107016178846315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.08321705899732414}",20,3,29.59993928415378,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.08283226745348068}",30,11,4.729675261854172,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.08245022689874983}",20,15,10.479751195549035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.08207092003140545}",20,12,3.5781577309502772,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.08169432962273551}",25,14,19.034915606425017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.08132043851730708}",20,0,17.913106580133448,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
869,False,"{'a': 0.5, 'e': 0.08094922963321949}",30,24,11.512042972768903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.08058068596234613}",20,10,21.9744380667198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.0802147905705646}",20,9,6.017017245430132,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.07985152659797584}",30,11,24.061559166885544,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.079490877259112}",30,18,20.341066987803913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.07913282584313351}",30,21,20.848784007461806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.07877735571401545}",25,16,15.638679358950627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.0784244503107232}",25,8,-12.931628123858706,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.5, 'e': 0.07807409314737784}",30,7,23.359432162012418,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.07772626781341119}",35,21,27.07270361302741,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.07738095797371077}",20,12,-11.523015033204246,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.07703814736875485}",25,11,27.413503532073904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.07669781981473779}",30,14,33.48257124245188,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.0763599592036856}",25,9,16.91738053258584,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.07602454950356216}",20,6,26.856516149943953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.0756915747583661}",20,14,13.768644627868262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.07536101908821849}",20,12,14.264185871800262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.07503286668944158}",25,16,15.185517464664605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.07470710183462853}",20,3,16.605831055863494,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.07438370887270467}",20,0,31.11813060703406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
889,False,"{'a': 0.5, 'e': 0.07406267222897994}",25,8,27.64622700923564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.07374397640519312}",20,10,17.878366493651445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.07342760597954756}",25,11,-23.711602422751977,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
892,False,"{'a': 0.5, 'e': 0.07311354560673902}",25,16,17.91062833114525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.07280178001797527}",20,13,12.35134686539147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.07249229402098806}",25,11,25.684599776758652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.07218507250003715}",25,11,23.6142008363642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.07188010041590695}",30,20,21.310007453045486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.07157736280589558}",20,16,6.296652090655057,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.07127684478379667}",30,6,23.10159109269249,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.07097853153987402}",35,18,26.2772064274824,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.07068240834082906}",25,12,23.685397775822548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.07038846052976161}",20,9,24.189086806598574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.0700966735261236}",20,4,26.17056277106751,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.06980703282566639}",30,18,19.071889225390073,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.06951952400038126}",20,16,8.29467501632999,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.0692341326984338}",35,17,36.90055508677558,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.06895084464409165}",30,17,20.198754486167612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.06866964563764646}",20,8,19.40472327121403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.0683905215553294}",20,0,28.557146089716923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
909,False,"{'a': 0.5, 'e': 0.06811345834922106}",20,11,12.889901472545708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.06783844204715536}",25,11,25.501293037435865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.06756545875261784}",20,2,-23.1029698362456,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
912,False,"{'a': 0.5, 'e': 0.06729449464463824}",25,13,-2.558228421127987,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.06702553597767777}",20,7,25.367276156763786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.06675856908151094}",35,15,33.43063793434779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.06649358036110209}",25,2,39.085822531748185,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.0662305562964769}",35,22,19.78714422477084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.06596948344258868}",25,15,16.46216126671914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.06571034842918005}",25,19,10.999729444920732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.0654531379606394}",30,12,31.929382815508497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
